Date,Viewcount,Likes,Post Link,Comments,Description
23 August 2019,,2,https://boingboing.net/2019/07/18/when-you-use-faceapp-you-give.html?fbclid=IwAR1hwmxRSe8xaAdsSF5n1CELFFJr6WKDlm_UkkTWQvO7BKMqejG9e6nH_DE,0,"FaceApp is a wildly popular smartphone app that alters people's faces with various filters. Its most popular filter is one that ages the person in the photo. It turns out when you upload your photos to FaceApp, the Russian company that made the app gets a perpetual license to your photos."
22 August 2019,,12,https://www.facebook.com/digitalsocietyschool/videos/423467324930276,0,Are you ready for   2019?! This year 20-22 September. Get your early bird tickets now: https://www.eventbrite.com/.../global-goals-jam-amsterdam...
19 August 2019,,0,https://www.bing.com/maps?v=2&pc=FACEBK&mid=8100&rtp=~pos.52.3718_4.91628_Digital%20Society%20School&cp=52.3718~4.91628&lvl=16&sty=r&rtop=0~0~0~&mode=D&FORM=FBKPL1&mkt=en-GB&fbclid=IwAR3dfrkGrJ4S47WgfVLGq2xkR_dQgZFf0oW-fPiY1FzlTWxPUHBjxbVW-p8,0,
19 August 2019,,4,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2XXMsfv%3Ffbclid%3DIwAR0i4q-oHamEng53h0MIsvrc9xZSp7YhGTrVRer9bWBmKRel5qIaf56uJyQ&h=AT0qOsX_-TacvJWZmBVWL_639yh3bgVsFnh-FXmEm_bnr0TDwiS8rUgESno9YRgSdHg75TvmAmD05Uh8VWRh1BybWtN9M8_cC6OSgfAu4-UbrsX-mmeygoW7i4NbKrAqX6A&__tn__=H-R&c[0]=AT0sDWDc4rtBNwNCDALyRp7WV35pKIavEjElrJwtuoSx0ywy4hM_qrrMITeq3UEMjPkmG-uFCCkCao_nDjz5-Mp1o_x-pAfI_8rIJTbHQwOPzb16CduxzmdmE8pa-Tz_lmB1mny-kZdmmFYWOVZ27h5YfvW9ZokaDXp8WYNcrTiEHI0,0,"R is easy and intuitive to learn. It is the most widely used and it is rising in popularity. The fact is, you have limited time. Learning a new programming language is a large time investment, so you need to be strategic about which one you select. Choose R."
16 August 2019,,5,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2SmTap6%3Ffbclid%3DIwAR3GodMLehRqd0NwAS6wbOopxN_wXsQWm7dDIiEst6CPBpDy8c6sy6ns8Xw&h=AT0oDy3jZJIpqLL0rcUuRloLW0wr7OvikJvzGmtEa-qMB2upeP6PzmvliTBQz7yPhKsnadeQzChXAR9Hgl8dt5BQVXFdVvrOR9rKU9NrHYGoCnzleGUJU8M-FpA41RWooYs&__tn__=H-R&c[0]=AT2KPFrmoqZ0caNA7nuYiqzGfCAyvWs_H6nRo2NaxaOO6Aj1nld6StT8oLB9tVsSS6AXScHPi0pz0RjBVTJVNA3j-pKa3jWsH6X3ZwNnlMllnfAhamzFIwV2MdI7szzBgAVqBIx6fAPHA5CzXyqOnZL_79xiZJn3e23GjC1_WFWNZXo,0,Why do military robots have masculine names and shapes? Whereas service robots have feminine names and shapes? Check out this video our colleague Sohbi made! 
14 August 2019,,0,https://dothegreenthing.com/?fbclid=IwAR0jz2BXwmACS0KkOvMZAP9NsLM3pGTp2l6G2Ndkwb500ZXwgZbN06-r71g,0,"Founded in 2007, Do The Green Thing has spent the last decade working with a global community of creatives including David Shrigley, Paula Scher and Sir Paul Smith to make films, posters, podcasts and products that have inspired more than 45 million people to live more sustainably."
12 August 2019,,2,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2Jpr4a0%3Ffbclid%3DIwAR0Qn6fsNrOr0dVzR_0b1wrqh3cWaDPH7PlchIvjVPa2haokqSq0ebKsnf4&h=AT3EUVDkPkk5Ec0EEOuQnjlvXvfWtqTCg3e2ccNpBZ_wcE5tMDoJQNOb3kIjMFhtw0QfE4Gx1dW_MxClyne7yhd2ohvh9np4KKq9wA7M-m2ydfxIbHcgI6jZO_N3mjaYKzM&__tn__=H-R&c[0]=AT3it4ZQpKs78I-RrtErxPjcvJjqC8GE22vFYHCjOdbeZa7lpCLzVvAqg25REw96VQe2-nSkqdaF5oXZOMZDUgtv5fMbWysXV_KYPVdWbUmtNbn-dvOQDlnGr0XBFFWK37J1LV_NSzvUzYH1Q2TzzTKgGixF6vd2rl1OPW6mex_aNBg,0,"Density is one of the most important urban characteristics. A high-density city like New York looks, feels, and functions differently than a low-density city like Des Moines."
10 August 2019,,2,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2k9w2Od%3Ffbclid%3DIwAR3Nk6lGmIlNQtMFFSaVnA9MBBpRrk-u27Au_v17h3kHKykWyCpomnOnKSE&h=AT2TEj8i80aGoUGTT4ZrX6HAggwrc2s5pO7ibwTc_-1joiIuX-pakrDJdjOHswKovjeNyjjmvQIquTqMaspues1qn7boCT00BmoF4oHc9H9ky_aNCVBGyjdabB2-Lj4cvzU&__tn__=H-R&c[0]=AT1DFdffYIwgY4FYV8_dbuYfNlNlJo8vQDf9818dLaTJsagfmHJFzsMBXOE9qDmz4y-DapcssHjzeq5dwyGcf5FJqQ13n0RhD9sW64RFvj6-sMgofOMnOYEe6hIyys9J4_WHzGulJPKGZGv6QtLzhrjs1iDEdVAD0a2CdKBJTl1E4Fo,0,One of the most popular mantras for innovation is “avoid criticism.” The underlying assumption is that criticism kills the flow of creativity and the enthusiasm of a team.
31 July 2019,,6,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F32BmuNp%3Ffbclid%3DIwAR2-SPgs9xFnOgOlxmAoN6HqvNFvllrX_ASyAFOs3MZBt9Dvq0OaZI6ezcM&h=AT0vYgwpOoYAE5orXEa7pnWy9ZkbU--JiO3IG2lsqR8E1ixOVUppc_Rpzzp7l4nTUdCT2NwnglpMWQAAjA2kcn9hfJZoG1buN095_9dy5B95-EGpb-VlD0CuABhnooewHNw&__tn__=H-R&c[0]=AT1zvQBzJxxVvqphX__FLQ8Al_jCpA0MIjQHC02MVl2j8QanX5Iqm1QSfKwI_Bs1gKw2PSLWU3YQ39ht-4K3_3rpEtq5SekVlDBNgnu9KJzy3JGNLf2I0E5oYkhBSmytCs-2nP6zHCd9cDir-Cx3AH6ehXs1TKc2zemDU12OD6APJVo,0,"The @globalgoalsjam always takes place the weekend before UN Climate Week. This year, we’ll be jamming 20 to 22 September! Check out which global themes we will be working on this year and what you need to do as an organiser."
29 July 2019,,2,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F1rti3QE%3Ffbclid%3DIwAR0jz2BXwmACS0KkOvMZAP9NsLM3pGTp2l6G2Ndkwb500ZXwgZbN06-r71g&h=AT0sJpaM-oXPG14hftWM-DbV0naPP_LuaaDCGe5Mj-PLoBR7xzvSjTOlU5FU6NzxFqHD4jg6IYzH_U95HihBw6MsehPNY174Ru22xAaPBNOfqFWBj11QUuAIO_lByu00qLo&__tn__=H-R&c[0]=AT0GRuSao5fA_sTwx0CgspGSGCh5M2w1eezhk7Hi_8PcrEMlRdL2ZEH2IdX8P-8LFdLZsmC310pMSm2xo4Ft72hVTWL5HTR4VhQnIVTUbIlgj3YwBW_rofAsI5MXLHDhFIoanNTbknFIrmsg1BELjF3RdldrRzB4jR8lN1-PIWu_U3k,0,"Video: The information age traffics in speed. To adapt to it wisely, we must slow down"
26 July 2019,,5,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F32BmuNp%3Ffbclid%3DIwAR26exP9L1uEq1HCI70hRa1L-e7nyptW-kib6aFj5IGjLMDN45LtfZjTicA&h=AT2-bhayI2pa-1BJqGHkeatXb3CuTzXHEW_q8ihq2u2D7IUiaMAQTlIdNsHpJfmgatjfsqo7mP8Hf9CJJNToO1u3PpuhYgOirSR8pA9gHeKNm-w_28dqrQB_sTrPqtYT2qY&__tn__=H-R&c[0]=AT3qRFWnpAeDN_4DLq1b81DV8J1neUw3IG9XRtAT3pmvG_Tp6lKwqIf0RbCdQtFVtT8TCAfIkqu44vpNk3zoS3dBVyag3A_eu8calSclxNsTk4f8td5KyydY1pI1yd6YWej-EmBSgCv71W9160UlZy7RHGjHD-hCCnMH7rJNGVi3TM0,0,"The Global Goals Jam always takes place the weekend before UN Climate Week. This year, we’ll be jamming 20 to 22 September! Check out which global themes we will be working on this year and what you need to do as an organiser."
24 July 2019,,5,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2JAmqG4%3Ffbclid%3DIwAR2zvY89bYwIuv823xJcXFke_qSP2OLNddS8fPtfqS7_NQpEi2BJNIwjC9I&h=AT2rd7qRfj3RaGVNwXIBEykhp-7uaspcUaDd6gTdn-5Zl87J7ulnaAsffaTy9AyG3oE5tM6HhHeM5_TQJPZJh97eRYcCLjYgfwBJoK_x1TbvzztuX0VFZ0cixdpTFRdw1Zg&__tn__=H-R&c[0]=AT18bEL-tMgreud8P1eFPRW053hYskPZLlj3cGeuOSGOKpf6bYJYD1kGWMXPCBCxdBcxExjcU-9WVJScmF-peK8orlw6BAM6dYmzq1VNvQk9XF9GdT658hvwwOx81Mt0nr3U_N_9_zZXpwHAoblOA5XcbHQcA484-OCdsm5yAeiHfdk,0,"""I suggest that, as creative professionals, we have the power of persuasion in our hands, and with that power comes a responsibility."""
22 July 2019,,13,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2XXMsfv%3Ffbclid%3DIwAR0z3ei9j_lbNgVGBihWQY2_WagGTxP_O505yv8oTycTgRljwJCuELyJQGk&h=AT3QTcOj-cfdHM-CZTzIy0w-NrB6Yb-Xbk7FZpBoykkdH5EV9WrBLIkDWGh0sNVxCsHRUTe8E7U5ezq_Y0PH2F_DVRNDl--lcsRaUOs-FHwwup3AmJvgf4Cs0sSYY_jmfaI&__tn__=H-R&c[0]=AT2xWupFygVrhJ9coauORzV_vg1wXW8dhWOLAu6TNTpHTCCwjk-FM8yio5LOb9aPuTR4-pEr-jk26nyy-U0cZUEP4C8tLmp9naQ8iFKDH6GQOADcWmSYwuSXn9rOQtsapwCSMxW5OG1XcCEzS-gq2rwwCzHgHpFZbhiW2Sg0E4AjEVg,0,"WANT TO GET INDEPENDENT WITH VISUAL MAKING? R is perfect to make quick prototyping. If you’re done with making visuals with Excel and want to get your visualisations one step further, keep reading."
15 July 2019,,15,https://l.facebook.com/l.php?u=https%3A%2F%2Fdigitalsocietyschool.org%2Fevent%2Fmap-that-trash-summer-school%2F%3Ffbclid%3DIwAR26exP9L1uEq1HCI70hRa1L-e7nyptW-kib6aFj5IGjLMDN45LtfZjTicA&h=AT2zSfRMvNE0WrW905zfZMqh1kk3Sj-wfG3cDnP008Km-RVqAoFYS3hCtq5BK4yicGin8K-JDSGQO106sgwiN20_ZFAvwqRg997TgeQi1sk7p8J-klRs0gNCgNzj6dRLwQg&__tn__=H-R&c[0]=AT1UJ8lgmMHkjlX4TlDRe7bu56fFv4lBYRmQ4AtZfqtFVGGxZiTwWg-1V8nSX0AqyvCGkR1SYncxmtOMLOyZpiojRt92mkUCa9t9TSVSDkA86Fc8nMWp8fd-wSUC_vJ1NGh2LQ0Dny4eD40TT-gjRg_dpL13QS9DkxRugscFlODFWzc,0,"The coming 2 weeks students of the École supérieure d’informatique, électronique, automatique (ESIEA) will collect data by taking images of garbage in the city of Amsterdam. At the end of the two weeks, they have created for each city district an overview of where garbage is a challenge to deal with for the city. Let's do this! https://digitalsocietyschool.org/.../map-that-trash.../"
12 July 2019,,6,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.itsnicethat.com%2Farticles%2Fkiel-mutschelknaus-space-type-generator-graphic-design-digital-160519%3Ffbclid%3DIwAR2eF06d5AsShpySzztatBJQqEXNUzWSKAygqAWEE-FAHRWLM4VqnbjEwao&h=AT3A0T-sUkvbzgqOfgjQ9lL2Tch6PA48KCB9zXr8I6mcwPsVHhHCQW4MhH6E_Zgrc7gLvm-QcTn2PQ5ujgpdUY3gcWMlnd9jprMTIogCx7YEex-IrFXfoSB6F8kxJsIh4NA&__tn__=H-R&c[0]=AT3qt6QiTwdFNQdCOHicmqbYEEbZYY7JUlMJv4Hb8T530VQLf-qsbQ-KiXtusQ2DHSGdOR2ReIf8zESFM04F5MdLedSEfN3qH82OROLcnNUMgk7ebhn4DoWrkLd9Wct7IiomFXVjGmzKNedyx6W3e9YGlGafY_PaylaZNbztNgBb6Xc,0,"Space Type Generator is not only anyone’s gateway into the mind-boggling world of motion type design, it is also an extremely fun tool to play around with. https://www.itsnicethat.com/.../kiel- mutschelknaus-space..."
12 July 2019,,12,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.theguardian.com%2Fenvironment%2F2019%2Fjul%2F04%2Fplanting-billions-trees-best-tackle-climate-crisis-scientists-canopy-emissions%3Ffbclid%3DIwAR3LDCzdFGTPRqk7oR5C3ABkWm3wg4BjP73Fqo7Kym3zkO7DlXXuUj2-XfU&h=AT1W-1fQl73ufOnlNjcfKYfGn4azipb7LvZUU7QLjhbXg1YzJtxYrJg1kwXqkDNTknhdywCLLqFDD7QvPF3vAuDVP1cHcn26ite5NHeRcU2V18gVbuO1OYj-s4BGpzT7vaw&__tn__=H-R&c[0]=AT0e_3CQ9G_WJrk8k_p61_0V6cY525XzGdAd7PF1I03NVUWzySzqzx_izVuJMfL65ItcBEtgQrIWnC_6u3eRnmpyC40-43gnEIGKx8GPZV7NzRwQz8IBKNPZxsZQHBk74HGvMllGad83chfYvAbQWE7tJE4lgOHjcWuyg_7_PlTnzwo,0,What is the biggest and cheapest way to tackle the climate crisis?
10 July 2019,,7,https://l.facebook.com/l.php?u=https%3A%2F%2Fdigitalsocietyschool.org%2Finsight%2Fenergiser-workbook-first-edition%2F%3Ffbclid%3DIwAR0W8m_7_rhXAEZS0TW3Hb8WyBg9CMynUVmjNQzY6sFibiaIpQP8MZSHI3w&h=AT1HMv28KBTprPIcYG8gpvhPW_dIZCGrnNceQ_W83PlQn_-9s77sCcOx33ytjIVtZ0TMCE98Z1sYCmNusKpiqlhPhBv3SVvOQPyPP0De8Rfc_p0Rd87GHZYs9pvK0Fyrssw&__tn__=H-R&c[0]=AT07vHrRSy3A_Cbv_i_M7Zp5eoLNMe8x1h_gKdwNITBLpTAgWM7hHo-XdgY0DLEqJZhfbUsA-0n6BafIA9AM0zTbfmwXf6URR7VzyqkgxXRfclIYbf9z_KGCL_3YOQ2nYqGT-dY9D6e1lWSZfnq4hH9dsOjGtJTWa5uo1gf0A9rFE7s,0,Did you already download the Energiser Workbook?
4 July 2019,,2,https://www.theguardian.com/environment/2018/nov/13/the-plastic-backlash-whats-behind-our-sudden-rage-and-will-it-make-a-difference?fbclid=IwAR14-2ZHZWm3vXbECDeAML1JPVScgj4wziNCBnP7ZIHI2BzHVOGSMsLeRMY,0,"Plastic is everywhere, and suddenly we have decided that is a very bad thing."
2 July 2019,,7,https://www.meetup.com/digitalsocietyschool/events/261826237/?fbclid=IwAR05mcgdUC8smEJd1SazWM5mPTHI7f6LWAcX8Hq-ECErzOUwanqUAmNKrTk,0,What the %^&* is a Digital Transformation Designer? You are invited to visit our studio this afternoon: https://www.meetup.com/digitalsocietysc.../events/261826237/
1 July 2019,,6,https://outburst.amsterdam/?fbclid=IwAR0noIZD8xoPXF8A0pzbgMMlnU_7YPHNFjvRgdX1tLUV6ACUJ0v9Kp5lKpM,0,Today is the start of Outburst!  We are happy to invite you to our studio. Check all the planned activities for the creative week here: https://outburst.amsterdam.
28 June 2019,,3,https://l.facebook.com/l.php?u=https%3A%2F%2Fmashable.com%2F2017%2F03%2F22%2Flego-bricks-conductive-electrical-circuit%2F%3Ffbclid%3DIwAR0noIZD8xoPXF8A0pzbgMMlnU_7YPHNFjvRgdX1tLUV6ACUJ0v9Kp5lKpM&h=AT0fe59l6cpNpLVtp8WsYQ1nNixUnRPZzIcJEBUmFYozP8_dI1YQiUQoPSnzinqaHWouneZ_HX3mMqfEjEGmBdBHGKY6G8kmPjhS2nphiL0mGqUfhKd1XOA8zFOHyxFAUWs&__tn__=H-R&c[0]=AT1lAJmjhDYQypMjF0zcTcdGOtYj1l8twB6aZNttm3G7_3htOpYQOdi-pJWVVyX3CqaPtNDcVYKuAYMSZIsFYOOhcTslydtHmgfsi3Y0L5b9rHV1XnfIkq5spTjLsTb,0,Is it time to upgrade your #lego constructions to the next level?💡https://mashable.com/.../lego-bricks-conductive.../
27 June 2019,,2,https://l.facebook.com/l.php?u=https%3A%2F%2Fdigitalsocietyschool.org%2Finsight%2Fwhen-a-standard-questionnaire-just-wont-do-building-a-time-machine-to-get-insights-at-the-next-web-2019%2F%3Ffbclid%3DIwAR3GodMLehRqd0NwAS6wbOopxN_wXsQWm7dDIiEst6CPBpDy8c6sy6ns8Xw&h=AT2BPIJeaXhhAXihl12TvqLw27EsjN_MSgjDfFqSx6bcBJsKkilUjuQZKqeaaEnH9yd4sW8-gfefanKH2EH0Uy1ENKEnN0_yByB-D3Jy1vIro-X-0Jz8V-xx90sIeMvHdAs&__tn__=H-R&c[0]=AT3G4o97Ec-zcHpUwn9S-zy60GoF4CG4m9xiIM3kfL03-z2OHPysI4-PX6N2xnHoF-e8UUVq8jorFMTt1dNLwf-urJDcX6apuQYo_25u4nHXTfXaskzddGzcOa8jA32cHBRoK2m97oyoJNT91dX4hTvDmhJzbt271c4UQ1etU4emCQg,0,“Would you feel safer if the police use facial recognition in the public space?” This and similar questions were asked at this year’s The Next Web Conference 2019. In collaboration with the Dutch Police a multidisciplinary team is working to define the people’s relationship with new technologies.
21 June 2019,,8,https://www.facebook.com/digitalsocietyschool/videos/333853883950011,0,Happy to show this preview of the Design Across Cultures online course we’re currently developing. This innovative online course aims to uncover the complexity of today’s social challenges by offering invaluable insights and techniques to Design Across Cultures. We intend to launch the course end of 2019. Fill in this form to stay up to date: https://digitalsocietyschool.typeform.com/to/HWXrWD
20 June 2019,,26,https://www.facebook.com/digitalsocietyschool/photos/a.795027410694858/1084627618401501/?__cft__[0]=AZVu3vNNEPrhM3qY6XbWWi8d4lxKfXQJCCasAPVoi_QTgYn55HdNZ7EIPqHjeKtKPYPaM4CBSeZH8wf5nmCFOi81v-OtEkVBQIxWHnr5XnT0KdEFfyqJuIabK_oPUpehc-nknEQqWrjK8LA8EyJdNUXGPlP7sJqXgTBaMXws3K66oQ&__tn__=EH-R,1,We really enjoyed the showcase! And you? 
20 June 2019,,2,https://www.facebook.com/digitalsocietyschool/videos/309662619944235,0,"What about a digital detox?  Celebrate the most outstanding work in fashion, digital interactive design, media, communication & ICT with us. Check out all our activities here: https://digitalsocietyschool.org/.../dss-program-during.../"
20 June 2019,,4,https://l.facebook.com/l.php?u=https%3A%2F%2Fdigitalsocietyschool.org%2Fevent%2Fentrepreneurship-lunch%2F%3Ffbclid%3DIwAR3LDCzdFGTPRqk7oR5C3ABkWm3wg4BjP73Fqo7Kym3zkO7DlXXuUj2-XfU&h=AT0gV3YjIBh-WNZ2HIM1e-pB1Ao-8fQQp2BoKchNwjN2_mlyPXVUBftpQCW6nvVvAhm1ggFssDki8k_O2-y0vNhkLB4f1x2sPkgwb7Ox8CvUwwbejPa3kYtn3w6NTiyi5r0&__tn__=H-R&c[0]=AT2TFjzb_TK9dkOB-gYGjOHAUzk-lV-PyzZd3R-TrGdRzQpJgnx-j-IS7AObyqYVI51CEzV2tnRWmsI09QIOQUpPjkWaAZGoN7D1N7H8cXEA77JEmnHPvwVwxnrhdYAmq8BtfnuvdJAKilRoxPi0FiZT-IIAStPA2GpTjqP9TkPnqyA,0,Our learners are invited by the Minor Entrepreneurship to share results of the Grow Kit project that focuses on the question: How can we use technology to grow our own food?
20 June 2019,,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2QOyYf2%3Ffbclid%3DIwAR0yBjMZauemta_zXSamFfJjf0TY5Yb4XYnbNJ8T-35a4jnVPlGzgwV_kg4&h=AT0w4HvDJtzWQq9FhWCHl3G1TBNcwQmJprp1l8KaaD5FB7rrK9jBW6EKG96PV5gJFpBC7w9S1R7BUCB_AjjWViuJrxFaWCxK3SRd7p7OcIOpjSkBfa5GWkN61PkP_Ol4LSA&__tn__=H-R&c[0]=AT0SNcpMPqufU5IWbhlvAWIWunYJAViIxPWhf2hP2kbsTCWwj3NmhFCBvOu5HZ3Q-o7KMMMzN1OdlneH15YqDhmzLftiPTo9xFe6rl1BIifaKDg_nljmDi_Vvlt3w2LAwmZ5LyLsVPbfRTtnJ9x26YrqTMSJr4HPYJ4k_p_wZqE8b2g,0,Would you like to stay up to date about all the events we organise? Join our Meetup group
20 June 2019,,3,https://www.facebook.com/digitalsocietyschool/photos/pcb.1084232758440987/1084232615107668/?__cft__[0]=AZWBs0ZuLu9lX-1pSp9DPPlr8d6Da7AN_uGziwn1MOYSdjAh0GxonhpGveZc6k-IxdgBgAfNoQ4tP8bu5ga79xjPGCwED_3pzdyeaOxeoHQjQcBFLm9n-V4C9G35hmnEBObH40-mm00t3faKjEVuY-M-&__tn__=*bH-R,0,"That’s it! Thank you all for coming over to our showcase. We’re proud of our learners, partners, ambassadors and friends! 🙌🏼 More pictures coming soon..."
18 June 2019,,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fdigitalsocietyschool.org%2Fevent%2Fdss-showcase-19-june%2F%3Ffbclid%3DIwAR3ZVgaiSQhzwiWCJoOENk-QOTTx2tXVnG7cvQ3KrgTnGmvs9_WyZAgBzYc&h=AT0CxnJ-aLDYt7OSDFB2sXLRDvJRVlDgLja0BDgh7P8I2lCZglKPAySvjcupXBozlrAbYYHpuLtvLQmAVcpbbpdA8LjXYI_ulWkLj_NqHJJdNCqhR29YD2VGXjpePDWh76I&__tn__=H%2CW0H-R&c[0]=AT1L6cFoO11T3fWojAuYbbHBJuLLQlLazdulIvwxxDeZTAEK8-erP8QCQdcj7i_XfCDvDU4GpaHzYjbvO3r_Xn1egkAiqu3-nC5XHW5lRSGg22-CPHXwI3_p9eDl3HmcuvTYmPktkA7OtyYs0sVYPSwAobbhNYP8QtlGtIAwjpsBtqlJNidEEWo,0,"How could the current young generation be and feel secure in 2030?"" Find it out on our showcase. Tomorrow, 16:30 - 20:00."
17 June 2019,,1,https://l.facebook.com/l.php?u=http%3A%2F%2Fautomato.farm%2Fportfolio%2Fbelieve_it_yourself%2F%3Ffbclid%3DIwAR0cnWBCODDawjkqK7Dsbnkv8BJxXNxiUEPlWiUS5b6urVFzU2f8Qy0tXSw&h=AT2q-CDGF5QJN_dFDaWI5HDhgIF3otJvMOdao4VCXBIUpm6mw78x4bQi8x9tEqJCvmmbtM7Yd10z6yo200X-JGqHPR_cd-29Xv5vUxdf96Odigo9B26okumoAxjOvj7R-g8&__tn__=H-R&c[0]=AT3-wg75s6cHCApszSkJMBGESyMjcWt5KtiPaC8wiyIIzWiXlsLK1IZzFmsIj_lFOyPErf98NIGkIOC0cMq9Gw18YUUdEb7t4AXeaq9mHhXWcysp1uvd2-InuKSt3yU2SMKDQJa6faVRnzENgxlJy6VlaZcH-fJ0xo6LIRgfvEylrsM,0,"The fast spreading and ease of access to Machine Learning and Cloud computing has brought to a boom of experiments and excitement around our ability to build machines that make sense, learn, measure and predict the world around us."
14 June 2019,,8,https://www.facebook.com/makersunite.eu/photos/a.1689602724647291/2340475246226699/,0,"We're collaborating with the Digital Society School for a Migration Challenge Summer School! As much as Migration creates new opportunities, it also creates challenges. These stretch across political boundaries and demand international collaboration to be solved. Would you like to learn how complex international challenges can be approached through cross-cultural collaboration and design? More information here: http://bit.ly/2WJew5E"
17 June 2019,,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fdigitalsocietyschool.org%2Fevent%2Fdss-showcase-19-june%2F%3Ffbclid%3DIwAR0fMBd2Q73QKYuMBQSLw6Fipk-l1IZfu6ifMIGXeegrs7p5StcqQYAtgLg&h=AT2_dZkr7FVY1TtzZOwX2kSgi3tNbAkWERnnlaR_Rj15ItYM5J6VhkqT0KenJ_RKj1Gg-0260D9Lr6LfknshHhPS_5VoHaA4HrmzP_ZYTte4k2BHmtJp1naiO14F3d8ecU4&__tn__=H%2CW0H-R&c[0]=AT1Sal8L06hH4v8FafOUTImsvIRFlpcIZmdpM0bFNNa1tK57So2hN8O7FlbZtM5sFvAZXeLpGlCXbgGKHisU0QwhP75LA0VudbOVITl019N2AAMBacq3N98v8zs5NNyJmXFg9O5F24_F7-4kDk7uz08PRFb1hMUFXjgmKAd9khUYFsBN-zKzfYw,0,"""How can we use data visualization methods to define new modes of interaction between GGD researchers and public health data?"" You're welcome to join our showcase, this Wednesday 19 Jun 2019, 16:30 - 20:00"
15 June 2019,,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fdigitalsocietyschool.org%2Fevent%2Fdss-showcase-19-june%2F%3Ffbclid%3DIwAR22nZ2BOwqFTM1Z8GchaxO0ZL_VBDakNYoW3-Z-GmDtbwWgswDY1VdKdFE&h=AT05jyFkNOgDCj3mYT5J3UXB-9kZ5AYgxzmO1PstjkNbbLBZ07D99MZlPJyKHh5Y_pDkSSNqyTrAdnWON-ats5pK0iktCosPxJhHkTamDQ1snDFedAw11MDGbBh41WXYzKI&__tn__=H%2CW0H-R&c[0]=AT1KH5QdBOQU0YFz5BNkg7NQ2XeyRvd7ynGZU6qFG5I8cf5AVFegjGDx2DcS_t_WL_8O6_Dr9cBiXLgKgVYvlBV9dHLRrptw-Nl3vH7JVxngSGRIUGg-8EhQwbY_-lRsvq9DLa_eQQaBa2LW30Q_eNWs-daWNBFYelphJ5hX2HG8EIznY3O0YaE,0,"""How do we support climate change solutions with data-driven storytelling?"" Explore it next Wednesday 19 Jun 2019, 16:30 - 20:00"
14 June 2019,,0,https://l.facebook.com/l.php?u=https%3A%2F%2Fdigitalsocietyschool.org%2Fevent%2Fdss-showcase-19-june%2F%3Ffbclid%3DIwAR0iUa-t9VflCGMXriKzAnSdKuz-89Hec_C6IIPr_36nmtve0pbGp8DEP3g&h=AT30v8HWVVwdZZuLRJj40LhuL4Y1UXR8Hm4_WNZkEZwvQzKK5iCdoIIZ5zx5HIELCuCoM0VIHy4zZ4osWAEbvgzqP7W3fYG9XVNpJJTM0epzr99K4WfFnKRPrxT5VererZo&__tn__=H%2CW0H-R&c[0]=AT0GgYMa6nllZ2ePAXN9oaCQCUTscb0jQKc5H4MHHfBRO6kJJj8gQdV53xSiNrbFmWyEas3phZ4grXVov7_mJy_WBL6RpovGU1p3fKzhE-qcpCgwepVfG_EuWjfMvXZ-cvDvlwoOUcjW-6QEKEPLPPlk6NK_vP652SGMYAWMFbtTgTZqhigTloY,0,"""How can we use technology to grow our own food?"" Find it out on our showcase! This Wednesday from 16:30 - 20:00. https://digitalsocietyschool.org/event/dss-showcase-19-june/"
13 June 2019,,3,https://digitalsocietyschool.org/event/dss-showcase-19-june/?fbclid=IwAR0iUa-t9Vfc,0,"""How can AI and interactive technologies, such as chatbots, be used to create inclusive experiences for fans?"" Find it out on our showcase! Wednesday 19 Jun 2019, 16:30 - 20:00"
13 June 2019,,0,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2JYkIyS%3Ffbclid%3DIwAR3CggXD6oa7ybOwTUuVvMisCSJX4s8egnWy8nd4iw59gJ1Fil1A2xp1v64&h=AT2GgCCQnhVZW-tyzGQFy0DiiZdxeozvTEw3vgRAjNgEGuyfB1CCEjyI52d1ooJwjfusTRwt6iPfIoa-LkNInnq5fNOM3W7XxPe6jtNbyw0ENZB9I_C0fruVLOda-DzDBe4&__tn__=H-R&c[0]=AT2gzKXUmf39Sk6OxJGSZzgMfgw6PWjgJPcSS6zxo2uZuHWxpBglLOOemnpgFxJ100enuiR5v2ULyNuczlwOTQC6wnWrNn-T1Kiijor91ZiqjG_vf2BdNMh0H0tqmS49oKOBV5utGdt9HNJ0NusHv-h9fH04uxxslliab9Ak3tgwIpc,0,Interesting stuff! What do you think?
